"graph_name","weight_method","component_mode","threshold_quant","threshold","n_nodes","n_edges","baseline_class","predicted_class","is_baseline","matches_baseline"
"Badger_Winter3.csv ","adjacency","full_network","80%",0.636363636363636,12,21,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","80%",0.636363636363636,8,19,"Spatial","SF",FALSE,FALSE
"Badger_Winter3.csv ","adjacency","full_network","90%",0.7,9,11,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","90%",0.7,7,10,"Spatial","SF",FALSE,FALSE
"Badger_Winter4.csv ","adjacency","full_network","0%",0,32,77,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter4.csv ","adjacency","largest_component","0%",0,32,77,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","20%",0.113888888888889,24,61,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","20%",0.113888888888889,17,43,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","30%",0.2,24,55,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","30%",0.2,11,32,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","40%",0.259090909090909,17,46,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","40%",0.259090909090909,8,27,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","50%",0.428571428571429,14,39,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","50%",0.428571428571429,8,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","60%",0.5,14,32,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","60%",0.5,8,24,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","70%",0.555555555555556,13,24,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","70%",0.555555555555556,8,17,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter4.csv ","adjacency","full_network","80%",0.571428571428571,12,19,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","80%",0.571428571428571,8,14,"Spatial","SF",FALSE,FALSE
"Badger_Winter4.csv ","adjacency","full_network","90%",0.629545454545455,8,8,"Spatial",NA,FALSE,FALSE
"Badger_Winter4.csv ","adjacency","largest_component","90%",0.629545454545455,6,7,"Spatial","sbm",FALSE,FALSE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","full_network","0%",0.777777777777778,36,624,"Spatial","Spatial",TRUE,TRUE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","largest_component","0%",0.777777777777778,36,624,"Spatial","Spatial",TRUE,TRUE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","full_network","10%",0.916666666666667,35,595,"Spatial","SW",FALSE,FALSE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","largest_component","10%",0.916666666666667,35,595,"Spatial","SW",FALSE,FALSE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","full_network","40%",0.944444444444444,29,406,"Spatial","SW",FALSE,FALSE
"Chimp__AugSRI_G_Matrix.csv ","adjacency","largest_component","40%",0.944444444444444,29,406,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","0%",0,28,308,"Spatial","Spatial",TRUE,TRUE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","0%",0,28,308,"Spatial","Spatial",TRUE,TRUE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","10%",0.669444444444445,26,277,"Spatial",NA,FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","10%",0.669444444444445,24,276,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","20%",0.814814814814815,24,276,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","20%",0.814814814814815,24,276,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","30%",0.846153846153846,24,216,"Spatial","Spatial",FALSE,TRUE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","30%",0.846153846153846,24,216,"Spatial","Spatial",FALSE,TRUE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","60%",0.888888888888889,24,132,"Spatial",NA,FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","60%",0.888888888888889,12,66,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","70%",0.916666666666667,24,97,"Spatial",NA,FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","70%",0.916666666666667,12,66,"Spatial","SW",FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","full_network","90%",0.918589743589744,12,31,"Spatial",NA,FALSE,FALSE
"Chimp__DecSRI_G_Matrix.csv ","adjacency","largest_component","90%",0.918589743589744,7,21,"Spatial","SW",FALSE,FALSE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","0%",0.15625,33,479,"Spatial","Spatial",TRUE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","0%",0.15625,33,479,"Spatial","Spatial",TRUE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","10%",0.757575757575758,30,432,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","10%",0.757575757575758,30,432,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","20%",0.848484848484849,29,394,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","20%",0.848484848484849,29,394,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","30%",0.875,29,350,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","30%",0.875,29,350,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","50%",0.903225806451613,29,240,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","50%",0.903225806451613,29,240,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","60%",0.90625,29,224,"Spatial",NA,FALSE,FALSE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","60%",0.90625,27,223,"Spatial","Spatial",FALSE,TRUE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","full_network","90%",0.9375,16,81,"Spatial",NA,FALSE,FALSE
"Chimp__JunSRI_G_Matrix.csv ","adjacency","largest_component","90%",0.9375,13,78,"Spatial","SW",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","0%",0,32,130,"SF","SF",TRUE,TRUE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","0%",0,32,130,"SF","SF",TRUE,TRUE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","10%",0.0895104895104895,30,117,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","10%",0.0895104895104895,28,116,"SF","SF",FALSE,TRUE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","20%",0.172463768115942,28,104,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","20%",0.172463768115942,26,103,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","30%",0.216459627329193,28,91,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","30%",0.216459627329193,26,90,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","40%",0.279111111111111,28,78,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","40%",0.279111111111111,26,77,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","50%",0.310096153846154,26,65,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","50%",0.310096153846154,24,64,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","60%",0.333333333333333,26,58,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","60%",0.333333333333333,24,57,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","70%",0.352941176470588,21,42,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","70%",0.352941176470588,19,41,"SF","Spatial",FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","80%",0.411764705882353,20,27,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","80%",0.411764705882353,12,21,"SF","SF",FALSE,TRUE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","full_network","90%",0.467058823529412,13,13,"SF",NA,FALSE,FALSE
"Chimp_Apr_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","90%",0.467058823529412,8,9,"SF","SF",FALSE,TRUE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","full_network","0%",0.818181818181818,33,524,"Spatial","Spatial",TRUE,TRUE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","largest_component","0%",0.818181818181818,33,524,"Spatial","Spatial",TRUE,TRUE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","full_network","10%",0.909090909090909,32,496,"Spatial","SW",FALSE,FALSE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","largest_component","10%",0.909090909090909,32,496,"Spatial","SW",FALSE,FALSE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","full_network","30%",0.939393939393939,28,378,"Spatial","SW",FALSE,FALSE
"Chimp_AprSRI_G_Matrix.csv ","adjacency","largest_component","30%",0.939393939393939,28,378,"Spatial","SW",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","0%",0,35,229,"SF","SF",TRUE,TRUE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","0%",0,35,229,"SF","SF",TRUE,TRUE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","10%",0.218478260869565,34,206,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","10%",0.218478260869565,34,206,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","20%",0.263157894736842,33,185,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","20%",0.263157894736842,33,185,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","30%",0.308753315649867,32,160,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","30%",0.308753315649867,32,160,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","40%",0.343965517241379,30,137,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","40%",0.343965517241379,30,137,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","50%",0.380952380952381,30,115,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","50%",0.380952380952381,30,115,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","60%",0.421052631578947,28,95,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","60%",0.421052631578947,28,95,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","70%",0.472445820433437,27,69,"SF",NA,FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","70%",0.472445820433437,16,49,"SF","Spatial",FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","80%",0.52,24,48,"SF",NA,FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","80%",0.52,13,32,"SF","SF",FALSE,TRUE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","full_network","90%",0.581339712918661,18,23,"SF",NA,FALSE,FALSE
"Chimp_Aug_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","90%",0.581339712918661,9,15,"SF","SF",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","0%",0,26,157,"Spatial","Spatial",TRUE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","0%",0,26,157,"Spatial","Spatial",TRUE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","10%",0.25,24,147,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","10%",0.25,24,147,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","20%",0.333333333333333,24,127,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","20%",0.333333333333333,24,127,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","30%",0.383882783882784,24,110,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","30%",0.383882783882784,24,110,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","40%",0.4375,23,95,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","40%",0.4375,23,95,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","50%",0.5,23,80,"Spatial",NA,FALSE,FALSE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","50%",0.5,21,79,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","60%",0.529411764705882,23,69,"Spatial",NA,FALSE,FALSE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","60%",0.529411764705882,21,68,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","70%",0.571428571428571,23,48,"Spatial",NA,FALSE,FALSE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","70%",0.571428571428571,19,46,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","80%",0.611111111111111,20,35,"Spatial",NA,FALSE,FALSE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","80%",0.611111111111111,11,27,"Spatial","Spatial",FALSE,TRUE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","full_network","90%",0.676923076923077,16,16,"Spatial",NA,FALSE,FALSE
"Chimp_Dec_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","90%",0.676923076923077,4,6,"Spatial",NA,FALSE,FALSE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","0%",0.129032258064516,31,348,"Spatial","Spatial",TRUE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","0%",0.129032258064516,31,348,"Spatial","Spatial",TRUE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","10%",0.483537263626251,29,313,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","10%",0.483537263626251,29,313,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","20%",0.588761174968072,28,278,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","20%",0.588761174968072,28,278,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","30%",0.640285714285714,26,243,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","30%",0.640285714285714,26,243,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","40%",0.666666666666667,26,216,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","40%",0.666666666666667,26,216,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","50%",0.690981432360743,26,174,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","50%",0.690981432360743,26,174,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","60%",0.716256157635468,25,139,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","60%",0.716256157635468,25,139,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","70%",0.766,21,105,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","70%",0.766,21,105,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","80%",0.807196029776675,17,70,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","80%",0.807196029776675,17,70,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","full_network","90%",0.857142857142857,12,39,"Spatial","Spatial",FALSE,TRUE
"Chimp_Feb_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","90%",0.857142857142857,12,39,"Spatial","Spatial",FALSE,TRUE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","full_network","0%",0.645161290322581,31,456,"Spatial","Spatial",TRUE,TRUE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","largest_component","0%",0.645161290322581,31,456,"Spatial","Spatial",TRUE,TRUE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","full_network","10%",0.903225806451613,30,435,"Spatial","SW",FALSE,FALSE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","largest_component","10%",0.903225806451613,30,435,"Spatial","SW",FALSE,FALSE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","full_network","50%",0.933333333333333,30,246,"Spatial",NA,FALSE,FALSE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","largest_component","50%",0.933333333333333,21,210,"Spatial","SW",FALSE,FALSE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","full_network","60%",0.935483870967742,21,210,"Spatial","SW",FALSE,FALSE
"Chimp_FebSRI_G_Matrix.csv ","adjacency","largest_component","60%",0.935483870967742,21,210,"Spatial","SW",FALSE,FALSE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","0%",0,33,335,"Spatial","Spatial",TRUE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","0%",0,33,335,"Spatial","Spatial",TRUE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","10%",0.4,31,303,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","10%",0.4,31,303,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","20%",0.43895652173913,31,268,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","20%",0.43895652173913,31,268,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","30%",0.5,30,242,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","30%",0.5,30,242,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","40%",0.535714285714286,29,202,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","40%",0.535714285714286,29,202,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","50%",0.571428571428571,29,171,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","50%",0.571428571428571,29,171,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","60%",0.613895781637717,27,134,"Spatial",NA,FALSE,FALSE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","60%",0.613895781637717,23,132,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","70%",0.655172413793103,20,106,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","70%",0.655172413793103,20,106,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","80%",0.708602150537634,18,67,"Spatial",NA,FALSE,FALSE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","largest_component","80%",0.708602150537634,14,65,"Spatial","Spatial",FALSE,TRUE
"Chimp_Jan_Prob5_MatrixNoNAs.csv ","adjacency","full_network","90%",0.763448275862069,18,34,"Spatial",NA,FALSE,FALSE
