target,Predicted_classes,order,edges,mean_eccentr,mean_path_length,graph_energy,modularity,diameter,betw_centr,transitivity,spectral_radius,eigen_centr,deg_centr,mean_degree,min_cut,fiedler_value,normalized_fiedler_value,closeness_centr,deg_assort_coef,graph_name,Graph.Name,Captive,Interaction_type,Data_collection,Species,Data_duration_days,Class,Time_resolution_secs
insecta-ant-colony3-day16,Spatial,141,7025,2,1.288247214,593.6375638,0.110008698,2,0.003465532,0.796056816,103.8612744,0.231948375,0.216818642,99.64539007,14,13.95256542,0.608872333,0.005606822,0.031246471,insecta-ant-colony3-day16,insecta-ant-colony3-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day17,Spatial,141,6731,2.014184397,1.318135765,605.2630013,0.133966663,3,0.003086658,0.775137814,100.0254762,0.25242645,0.239463019,95.4751773,15,14.93210872,0.582761432,0.005481214,0.027558289,insecta-ant-colony3-day17,insecta-ant-colony3-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day18,Spatial,141,6609,2.04964539,1.33100304,600.834039,0.114728477,3,0.005194673,0.769912414,98.39653082,0.268379186,0.244680851,93.74468085,25,24.67773878,0.554128047,0.005427251,0.050456206,insecta-ant-colony3-day18,insecta-ant-colony3-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day19,Spatial,141,6417,2.042553191,1.35035461,606.7330945,0.151737538,3,0.004662752,0.758336155,96.03538449,0.277517913,0.256990881,91.0212766,26,25.68752098,0.53339369,0.005350486,0.049918008,insecta-ant-colony3-day19,insecta-ant-colony3-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day20,Spatial,141,6368,2.241134752,1.358156028,591.3525696,0.109068611,3,0.0150852,0.765667728,95.98595632,0.274999407,0.269098278,90.32624113,1,0.997819544,0.532382403,0.005331496,0.02210448,insecta-ant-colony3-day20,insecta-ant-colony3-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day21,Spatial,140,6480,2.014285714,1.334121274,605.5374401,0.113459255,3,0.004740675,0.76171824,96.92513708,0.25704631,0.247687564,92.57142857,28,27.36845624,0.559062143,0.005450779,0.025668351,insecta-ant-colony3-day21,insecta-ant-colony3-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day22,Spatial,115,4684,2,1.285430969,448.1926374,0.111769717,2,0.004684294,0.797336479,84.85999687,0.230084612,0.23279939,81.46086957,22,21.9083564,0.601298424,0.006904072,0.008938922,insecta-ant-colony3-day22,insecta-ant-colony3-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day23,Spatial,115,4647,2.243478261,1.295194508,443.0633079,0.069794341,3,0.005892241,0.801708476,84.9386094,0.244765551,0.255987796,80.8173913,3,2.980645194,0.619280734,0.00686916,0.02516594,insecta-ant-colony3-day23,insecta-ant-colony3-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day24,Spatial,115,4477,2.408695652,1.32402746,443.2192703,0.075268557,3,0.016246249,0.7886988,82.47516162,0.245676196,0.246834477,77.86086957,1,0.994690586,0.591608811,0.006728738,0.028022634,insecta-ant-colony3-day24,insecta-ant-colony3-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day25,Spatial,115,4440,2.260869565,1.327078566,462.5241228,0.110654878,3,0.009631622,0.769170381,81.0739167,0.264829077,0.252479024,77.2173913,2,1.991445238,0.604412618,0.006695515,0.00829141,insecta-ant-colony3-day25,insecta-ant-colony3-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day26,Spatial,115,4535,2.295652174,1.313501144,462.9775005,0.086880286,3,0.017373057,0.778075018,82.69988605,0.248137085,0.23798627,78.86956522,1,0.997179588,0.631430348,0.006767836,0.000146444,insecta-ant-colony3-day26,insecta-ant-colony3-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day27,Spatial,115,4545,2.086956522,1.308009153,450.9653057,0.116354291,3,0.010812354,0.789930537,83.39621817,0.237849379,0.236460717,79.04347826,3,2.983156472,0.62070293,0.006800501,0.009257918,insecta-ant-colony3-day27,insecta-ant-colony3-day27,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day28,Spatial,115,4634,2.130434783,1.295194508,442.2008716,0.108464528,3,0.008247631,0.801178545,84.75164753,0.240202188,0.240427155,80.59130435,3,2.989386381,0.622734085,0.006868517,0.009105455,insecta-ant-colony3-day28,insecta-ant-colony3-day28,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day29,Spatial,115,4695,2.130434783,1.285888635,447.6668876,0.09710811,3,0.010117113,0.80283868,85.70094601,0.234167753,0.231121281,81.65217391,2,1.994057883,0.653138249,0.006918732,-0.011105452,insecta-ant-colony3-day29,insecta-ant-colony3-day29,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day30,Spatial,115,4321,2.530434783,1.350724638,459.2734235,0.111386746,3,0.016086524,0.765382198,79.90711655,0.270464131,0.253089245,75.14782609,1,0.990596651,0.603860983,0.006597132,0.032541625,insecta-ant-colony3-day30,insecta-ant-colony3-day30,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day31,Spatial,115,4161,2.260869565,1.369641495,475.1321641,0.14113256,3,0.007939938,0.736575797,76.60500212,0.301255536,0.295041953,72.36521739,2,1.984707591,0.589913083,0.006484968,0.025067695,insecta-ant-colony3-day31,insecta-ant-colony3-day31,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day32,Spatial,95,2990,2.189473684,1.334154535,363.1896353,0.113928703,3,0.014927089,0.75969016,66.40715245,0.253786295,0.245240761,62.94736842,2,1.971035218,0.640749248,0.008085007,-0.016255085,insecta-ant-colony3-day32,insecta-ant-colony3-day32,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day33,Spatial,95,2977,2.021052632,1.333482643,358.238428,0.110265083,3,0.007772541,0.76182218,66.10182032,0.26584512,0.248152296,62.67368421,7,6.915484055,0.610850939,0.008079256,-0.004416183,insecta-ant-colony3-day33,insecta-ant-colony3-day33,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day34,Spatial,95,3348,2.178947368,1.2537514,336.8917106,0.06234633,3,0.021066946,0.826574669,73.59887356,0.199068401,0.196976484,70.48421053,1,0.9977401,0.694927202,0.008610477,-0.031533139,insecta-ant-colony3-day34,insecta-ant-colony3-day34,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day35,Spatial,95,2915,2.105263158,1.349608063,345.9281496,0.075132646,3,0.009539182,0.771909701,65.68248817,0.263563474,0.262038074,61.36842105,5,4.955730011,0.569263153,0.008004448,0.019606391,insecta-ant-colony3-day35,insecta-ant-colony3-day35,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day36,Spatial,94,3028,2,1.307252345,350.2456753,0.106349326,2,0.006363914,0.779245695,67.63154143,0.239497577,0.231983528,64.42553191,18,17.87267312,0.625684412,0.008330798,-0.005346831,insecta-ant-colony3-day36,insecta-ant-colony3-day36,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day37,Spatial,94,2969,2.29787234,1.327842599,329.8218531,0.095228612,3,0.020489954,0.798006288,67.66196068,0.24699118,0.245481583,63.17021277,1,0.995431651,0.596477716,0.008242421,0.045902846,insecta-ant-colony3-day37,insecta-ant-colony3-day37,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day38,Spatial,94,2985,2.117021277,1.319377717,342.2098985,0.065348125,3,0.008926649,0.782947463,67.139771,0.250319527,0.241821094,63.5106383,3,2.986162799,0.614405245,0.008269626,-0.022055305,insecta-ant-colony3-day38,insecta-ant-colony3-day38,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day39,Spatial,93,3059,2,1.284946237,347.8243111,0.111408776,2,0.005007085,0.784112907,68.30410726,0.243678512,0.252337541,65.78494624,16,15.90450804,0.654119418,0.008557529,-0.045921902,insecta-ant-colony3-day39,insecta-ant-colony3-day39,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day40,Spatial,93,2853,2.021505376,1.333333333,344.3355307,0.11565445,3,0.008831556,0.765373528,64.86279126,0.24030151,0.235273492,61.35483871,17,16.78163802,0.599164061,0.00825979,0.002858209,insecta-ant-colony3-day40,insecta-ant-colony3-day40,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3-day41,Spatial,94,2992,2.117021277,1.318233814,343.0359669,0.111644142,3,0.010189126,0.785531418,67.4508432,0.247278024,0.250972318,63.65957447,3,2.988052115,0.620732379,0.008280588,-0.008872895,insecta-ant-colony3-day41,insecta-ant-colony3-day41,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony3,ER,160,12656,1.3,1.005031447,339.7245728,0,2,2.87E-06,0.995267087,158.2285596,0.004882534,0.005031447,158.2,140,139.8717474,0.976951182,0.006258885,-0.031208189,insecta-ant-colony3,insecta-ant-colony3,Yes,Physical_contact,video,Camponotus_fellah,41,Insecta,Very_fine
insecta-ant-colony4-day01,Spatial,102,4269,1.990196078,1.171228888,372.0578231,0.056945179,2,0.001481072,0.855857237,84.97833112,0.160216689,0.171228888,83.70588235,40,39.64755913,0.793188446,0.008515653,-0.046237635,insecta-ant-colony4-day01,insecta-ant-colony4-day01,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day02,Spatial,102,4149,2,1.194525335,374.4620332,0.035656229,2,0.002477079,0.843469381,83.08309921,0.171131292,0.174723355,81.35294118,16,15.91421202,0.763331127,0.008363199,-0.045323682,insecta-ant-colony4-day02,insecta-ant-colony4-day02,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day03,Spatial,102,4055,2.019607843,1.212968356,380.5338616,0.036775137,3,0.003287508,0.832678178,81.55192451,0.184682539,0.192972238,79.50980392,10,9.900103801,0.73462433,0.008240031,-0.009839944,insecta-ant-colony4-day03,insecta-ant-colony4-day03,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day04,Spatial,102,3754,2.029411765,1.271597748,387.4746171,0.064032391,3,0.011487129,0.805249163,76.87896892,0.231230784,0.231605513,73.60784314,10,8.738529265,0.624189626,0.007878111,0.069280831,insecta-ant-colony4-day04,insecta-ant-colony4-day04,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day05,Spatial,102,3929,2.039215686,1.238012036,378.2401273,0.05190143,3,0.006551206,0.826994835,79.9485605,0.20148782,0.197631528,77.03921569,10,9.424452889,0.686169672,0.008092771,0.046679504,insecta-ant-colony4-day05,insecta-ant-colony4-day05,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day06,Spatial,102,3903,2.039215686,1.2430596,370.069527,0.049406046,3,0.008451116,0.832736008,79.8125796,0.198977604,0.192778101,76.52941176,11,9.916311764,0.65169425,0.008070101,0.048028183,insecta-ant-colony4-day06,insecta-ant-colony4-day06,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day07,Spatial,102,3797,2.039215686,1.263443991,379.9270649,0.050164321,3,0.009670388,0.814899248,77.93094206,0.220588693,0.22325762,74.45098039,11,9.164085907,0.644890794,0.007940958,0.039172331,insecta-ant-colony4-day07,insecta-ant-colony4-day07,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day08,Spatial,102,3857,2.029411765,1.251601631,389.1187923,0.074317635,3,0.005346682,0.811173207,78.39279866,0.209389105,0.211609396,75.62745098,11,10.80711926,0.700709522,0.008003395,-0.006527317,insecta-ant-colony4-day08,insecta-ant-colony4-day08,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day09,Spatial,102,3988,2.029411765,1.226169676,361.9972023,0.049329125,3,0.003669527,0.843116235,81.28201366,0.187956925,0.196078431,78.19607843,13,12.71695761,0.69513996,0.0081836,0.012537508,insecta-ant-colony4-day09,insecta-ant-colony4-day09,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day10,Spatial,102,4036,2,1.216462823,372.7425513,0.054353822,2,0.002921591,0.83935033,81.72564524,0.187458652,0.196660843,79.1372549,13,12.82150503,0.734493604,0.00823432,-0.015139647,insecta-ant-colony4-day10,insecta-ant-colony4-day10,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day11,Spatial,102,3592,2,1.302659678,410.7838119,0.097103274,2,0.005775312,0.763098195,73.32215944,0.261218701,0.272956707,70.43137255,26,24.75789404,0.698971901,0.007689079,-0.045623107,insecta-ant-colony4-day11,insecta-ant-colony4-day11,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day12,Spatial,73,2067,2.328767123,1.222222222,238.1961106,0.031272286,3,0.014837108,0.838696641,58.4502651,0.184505333,0.185692542,56.63013699,2,1.967704116,0.766150814,0.011517677,-0.018935511,insecta-ant-colony4-day12,insecta-ant-colony4-day12,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day13,Spatial,73,2119,2.205479452,1.199010654,237.1456316,0.019004107,3,0.009550305,0.853298534,59.76220877,0.165797583,0.165905632,58.05479452,3,2.949055845,0.777687277,0.011727963,-0.013089949,insecta-ant-colony4-day13,insecta-ant-colony4-day13,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day14,Spatial,73,2107,2.150684932,1.202054795,241.0382616,0.032804409,3,0.010741993,0.845656102,59.29656767,0.178481608,0.184360731,57.7260274,3,2.966195496,0.790034598,0.011682103,-0.026155471,insecta-ant-colony4-day14,insecta-ant-colony4-day14,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day15,Spatial,73,2144,2.328767123,1.192922374,234.3311741,0.021790353,3,0.012729816,0.8590537,60.30232074,0.155488967,0.156392694,58.73972603,2,1.971486996,0.791053245,0.011789141,-0.023254857,insecta-ant-colony4-day15,insecta-ant-colony4-day15,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day16,Spatial,73,2095,2.068493151,1.2043379,235.8567198,0.048230074,3,0.015788008,0.846319316,59.08607588,0.171102507,0.175038052,57.39726027,3,2.971750311,0.772692627,0.011668259,-0.061893189,insecta-ant-colony4-day16,insecta-ant-colony4-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day17,Spatial,73,2089,2,1.205098935,244.109998,0.040682794,2,0.007121697,0.837175171,58.72747449,0.158722764,0.163432268,57.23287671,7,6.935498316,0.791502598,0.01163463,-0.014410795,insecta-ant-colony4-day17,insecta-ant-colony4-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day18,Spatial,73,2022,2.04109589,1.231354642,232.0876177,0.040814762,3,0.013329216,0.845676649,57.91728824,0.186530093,0.175038052,55.39726027,8,7.119259883,0.664975499,0.011439522,0.053123521,insecta-ant-colony4-day18,insecta-ant-colony4-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day19,Spatial,73,2041,2,1.223363775,239.9254338,0.021694412,2,0.005758505,0.83626093,57.99212822,0.176842416,0.167808219,55.91780822,9,8.783634119,0.746034688,0.011493704,-0.006494214,insecta-ant-colony4-day19,insecta-ant-colony4-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day20,ER,73,2184,2,1.168949772,234.2739173,0.030134767,2,0.004639862,0.864056565,61.02567351,0.142019881,0.141171994,59.83561644,10,9.938900023,0.811454393,0.011979806,-0.012906866,insecta-ant-colony4-day20,insecta-ant-colony4-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day21,Spatial,73,2120,2,1.193302892,237.8967693,0.037089378,2,0.00443264,0.848954143,59.60342665,0.153441737,0.151636225,58.08219178,11,10.91531831,0.79665049,0.011759117,-0.03761378,insecta-ant-colony4-day21,insecta-ant-colony4-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day22,Spatial,55,1234,1.981818182,1.169023569,155.3048249,0.011526141,2,0.009681494,0.876226699,46.13032503,0.148484433,0.169023569,44.87272727,5,4.98384707,0.837650117,0.016022705,-0.075193863,insecta-ant-colony4-day22,insecta-ant-colony4-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day23,SF,55,1228,2,1.173063973,155.658712,0.008665543,2,0.011166741,0.876888054,46.03589373,0.132928787,0.136026936,44.65454545,4,3.985206072,0.826825596,0.015978046,-0.071220874,insecta-ant-colony4-day23,insecta-ant-colony4-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day24,SF,55,1167,2,1.214141414,156.0046637,0.013744879,2,0.023824284,0.859986178,44.38244914,0.168212375,0.158585859,42.43636364,3,2.985218935,0.762581682,0.015474955,-0.039764927,insecta-ant-colony4-day24,insecta-ant-colony4-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day25,SF,55,1204,2,1.189225589,157.3152845,0.037586161,2,0.008969912,0.863100039,45.23754216,0.153813551,0.152188552,43.78181818,5,4.964581659,0.821929365,0.015771438,-0.063533589,insecta-ant-colony4-day25,insecta-ant-colony4-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day26,Spatial,55,1240,2,1.164983165,160.5260551,0.034232245,2,0.002394458,0.862757767,45.89491911,0.143572175,0.146464646,45.09090909,25,23.99086123,0.817933615,0.016033812,-0.068603982,insecta-ant-colony4-day26,insecta-ant-colony4-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day27,SF,55,1266,1.981818182,1.147474747,158.9427176,0.030059473,2,0.002207678,0.875581214,46.67963361,0.138120121,0.147474747,46.03636364,24,23.7382195,0.829708413,0.016254443,-0.04211235,insecta-ant-colony4-day27,insecta-ant-colony4-day27,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day28,Spatial,55,1276,1.981818182,1.140740741,156.2827075,0.027883963,2,0.002039185,0.881527232,47.0266014,0.131573558,0.140740741,46.4,26,25.59469531,0.824526908,0.016353069,-0.070397925,insecta-ant-colony4-day28,insecta-ant-colony4-day28,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day29,Spatial,55,1272,1.981818182,1.143434343,155.1760645,0.030062102,2,0.002365171,0.881704252,46.954138,0.132940792,0.143434343,46.25454545,24,23.52257478,0.816230949,0.016320448,-0.059147319,insecta-ant-colony4-day29,insecta-ant-colony4-day29,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day30,SF,55,1252,1.963636364,1.156902357,156.5352599,0.042120148,2,0.003140155,0.876953091,46.44214585,0.142601022,0.156902357,45.52727273,19,18.76974691,0.808135217,0.016157626,-0.014984536,insecta-ant-colony4-day30,insecta-ant-colony4-day30,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day31,SF,55,1221,2,1.177777778,155.0295478,0.047219992,2,0.005414868,0.872045193,45.76394034,0.145475378,0.159259259,44.4,12,11.93394583,0.808253613,0.01591848,-0.05654569,insecta-ant-colony4-day31,insecta-ant-colony4-day31,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day32,Spatial,35,497,2,1.164705882,88.84487874,0.011957054,2,0.00402266,0.860348051,28.92979315,0.136660821,0.135294118,28.4,18,17.56854699,0.833335137,0.025499311,-0.122723138,insecta-ant-colony4-day32,insecta-ant-colony4-day32,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day33,Spatial,35,490,1.971428571,1.176470588,90.81716695,0.038265306,2,0.004747825,0.846262341,28.46495446,0.167728653,0.176470588,28,17,16.5793853,0.817157327,0.025203038,-0.075754504,insecta-ant-colony4-day33,insecta-ant-colony4-day33,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day34,Spatial,35,505,2.057142857,1.152941176,82.21487122,0.003138908,3,0.02416582,0.907597536,29.9079263,0.121407217,0.121848739,28.85714286,3,2.975692343,0.804593693,0.025901078,-0.077507008,insecta-ant-colony4-day34,insecta-ant-colony4-day34,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day35,SF,35,501,2,1.157983193,83.51910113,0.001420313,2,0.007252499,0.898933575,29.6233859,0.124450412,0.128571429,28.62857143,9,8.850389646,0.823295335,0.025763522,-0.044793313,insecta-ant-colony4-day35,insecta-ant-colony4-day35,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day36,Spatial,35,488,2,1.179831933,87.95906985,0.03593624,2,0.005616678,0.863568884,28.5978481,0.14473114,0.150420168,27.88571429,16,15.08625085,0.753490526,0.02520672,-0.036074733,insecta-ant-colony4-day36,insecta-ant-colony4-day36,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day37,Spatial,35,484,2.057142857,1.188235294,85.25428943,0.026571358,3,0.021402611,0.877183853,28.76741532,0.155962087,0.157142857,27.65714286,3,2.970987981,0.782041907,0.025139106,-0.064060126,insecta-ant-colony4-day37,insecta-ant-colony4-day37,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day38,Spatial,35,480,1.971428571,1.193277311,90.7693276,0.024251302,2,0.006777999,0.843484256,28.12919535,0.177903171,0.193277311,27.42857143,15,14.47971886,0.789458581,0.02494354,-0.121431938,insecta-ant-colony4-day38,insecta-ant-colony4-day38,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day39,Spatial,35,492,2,1.173109244,87.1659795,0.022033429,2,0.005306503,0.861681151,28.79160931,0.138325212,0.143697479,28.11428571,15,14.60669846,0.813158983,0.025354078,-0.091029491,insecta-ant-colony4-day39,insecta-ant-colony4-day39,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day40,Spatial,35,485,2,1.18487395,86.13556862,0.016930598,2,0.015020139,0.871493415,28.69427164,0.157215692,0.155462185,27.71428571,4,3.965662348,0.783871137,0.025149629,-0.048989888,insecta-ant-colony4-day40,insecta-ant-colony4-day40,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4-day41,Spatial,35,500,2.057142857,1.161344538,82.20602784,0.00393,3,0.013204557,0.901340595,29.62389388,0.128973184,0.130252101,28.57142857,4,3.971953464,0.806276282,0.025717067,-0.055519967,insecta-ant-colony4-day41,insecta-ant-colony4-day41,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony4,ER,102,5091,1.343137255,1.011648224,221.2183858,2.20E-05,2,1.93E-05,0.98953254,99.89084938,0.011091506,0.011648224,99.82352941,84,83.84548525,0.954174062,0.009792951,-0.039246348,insecta-ant-colony4,insecta-ant-colony4,Yes,Physical_contact,video,Camponotus_fellah,41,Insecta,Very_fine
insecta-ant-colony5-day01,Spatial,152,9053,2,1.211136284,674.2762931,0.043729033,2,0.001498017,0.823528223,121.2577248,0.193283301,0.204513768,119.1184211,47,46.67076964,0.756045576,0.00550761,-0.013232702,insecta-ant-colony5-day01,insecta-ant-colony5-day01,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day02,Spatial,152,9141,1.993421053,1.203468107,662.8786409,0.070837842,2,0.001974651,0.834365294,122.733176,0.188445494,0.203468107,120.2763158,27,26.81409462,0.76161429,0.005546521,-0.004806106,insecta-ant-colony5-day02,insecta-ant-colony5-day02,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day03,Spatial,152,8634,2,1.247647264,685.4574887,0.081654704,2,0.00319449,0.804062794,116.7923255,0.224164964,0.241024747,113.6052632,26,25.4509301,0.714955377,0.005356527,-0.001384757,insecta-ant-colony5-day03,insecta-ant-colony5-day03,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day04,Spatial,152,8566,1.986842105,1.253572673,694.4765466,0.085885868,2,0.002284728,0.791369353,115.2808179,0.238127881,0.253572673,112.7105263,68,61.54363239,0.706840862,0.005325622,-0.019507,insecta-ant-colony5-day04,insecta-ant-colony5-day04,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day05,Spatial,152,8410,2,1.26716626,701.7917451,0.080032943,2,0.002792922,0.784603468,113.7646161,0.246997579,0.260543743,110.6578947,29,28.77546704,0.707358694,0.005273871,-0.033679863,insecta-ant-colony5-day05,insecta-ant-colony5-day05,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day06,Spatial,152,8379,2,1.26986755,681.2787674,0.049341809,2,0.003895718,0.794008107,114.1930587,0.23864335,0.256622517,110.25,30,28.7002408,0.68102322,0.005271075,0.005905055,insecta-ant-colony5-day06,insecta-ant-colony5-day06,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day07,Spatial,152,8093,2,1.294789125,702.9500869,0.082197213,2,0.003015664,0.770070601,110.2244072,0.2650757,0.274921575,106.4868421,32,31.43073284,0.660892155,0.005164276,0.014614372,insecta-ant-colony5-day07,insecta-ant-colony5-day07,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day08,Spatial,152,8032,2,1.300104566,700.5629405,0.09569267,2,0.003686948,0.767809226,109.3957422,0.271986202,0.286859533,105.6842105,45,43.32256886,0.645119293,0.005143018,0.009055231,insecta-ant-colony5-day08,insecta-ant-colony5-day08,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day09,Spatial,152,7835,2,1.317270826,699.0534813,0.102667941,2,0.004787852,0.758641376,107.2627905,0.289513275,0.31064831,103.0921053,36,35.09798909,0.630602725,0.005078456,0.018971141,insecta-ant-colony5-day09,insecta-ant-colony5-day09,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony5-day10,Spatial,152,7779,2,1.322150575,696.3135851,0.074984895,2,0.004577464,0.761338471,106.9329327,0.268892823,0.269170443,102.3552632,32,30.86107435,0.602911008,0.005062454,0.038555528,insecta-ant-colony5-day10,insecta-ant-colony5-day10,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
