target,Predicted_classes,order,edges,mean_eccentr,mean_path_length,graph_energy,modularity,diameter,betw_centr,transitivity,spectral_radius,eigen_centr,deg_centr,mean_degree,min_cut,fiedler_value,normalized_fiedler_value,closeness_centr,deg_assort_coef,graph_name,Graph.Name,Captive,Interaction_type,Data_collection,Species,Data_duration_days,Class,Time_resolution_secs
insecta-ant-colony1-day06,Spatial,113,4259,2.053097345,1.327749684,443.1864963,0.140789244,3,0.004418595,0.774228764,79.25643489,0.248903383,0.219816688,75.38053097,23,20.58559092,0.556640404,0.006803754,0.060553841,insecta-ant-colony1-day06,insecta-ant-colony1-day06,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day07,Spatial,113,4077,2.03539823,1.35619469,453.7116934,0.158626234,3,0.009292672,0.746080139,75.48331701,0.281660033,0.257506321,72.15929204,26,21.96799071,0.520153357,0.006646334,0.048840641,insecta-ant-colony1-day07,insecta-ant-colony1-day07,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day08,Spatial,113,4076,2.088495575,1.357932996,456.2382352,0.119599422,3,0.005551005,0.74709243,75.84828425,0.274981474,0.239807206,72.14159292,26,22.48972979,0.537790521,0.006644177,0.098460133,insecta-ant-colony1-day08,insecta-ant-colony1-day08,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day09,Spatial,113,4128,2.026548673,1.347977244,448.3438736,0.158314713,3,0.006943393,0.755793735,76.69639259,0.291285284,0.285161188,73.0619469,27,24.47303739,0.533280921,0.006695109,0.049166123,insecta-ant-colony1-day09,insecta-ant-colony1-day09,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day10,Spatial,113,3943,2.07079646,1.378318584,453.6684888,0.173019516,3,0.006088528,0.736104768,73.51890766,0.264487128,0.207253477,69.78761062,27,24.18511727,0.495312811,0.00654251,0.082329393,insecta-ant-colony1-day10,insecta-ant-colony1-day10,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day11,Spatial,113,3454,2.061946903,1.455120101,459.0877309,0.202783276,3,0.00809855,0.681601283,65.38206752,0.329152557,0.257743363,61.13274336,24,19.98609969,0.450008703,0.006189206,0.101343751,insecta-ant-colony1-day11,insecta-ant-colony1-day11,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day12,Spatial,99,3248,2,1.33044733,383.6758854,0.092943137,2,0.007623995,0.755794085,68.84048095,0.271298165,0.269222841,65.61616162,22,19.61727773,0.583072178,0.007755582,0.024698142,insecta-ant-colony1-day12,insecta-ant-colony1-day12,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day13,Spatial,99,3252,2,1.329622758,377.5750817,0.126865963,2,0.010052867,0.762805898,68.99451429,0.250970083,0.258194187,65.6969697,23,19.97490383,0.571523215,0.007759625,0.056171796,insecta-ant-colony1-day13,insecta-ant-colony1-day13,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day14,Spatial,99,3399,2.03030303,1.299732014,373.6718319,0.110036128,3,0.005279221,0.778479667,71.60470571,0.245264922,0.238095238,68.66666667,28,25.20113404,0.621898835,0.00794246,0.01359934,insecta-ant-colony1-day14,insecta-ant-colony1-day14,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day15,Spatial,99,3301,2,1.319521748,371.5143018,0.12830088,2,0.007501175,0.76999505,69.67429512,0.260476338,0.258297258,66.68686869,28,22.46400769,0.559694043,0.00781492,0.049923111,insecta-ant-colony1-day15,insecta-ant-colony1-day15,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day16,Spatial,99,3397,2,1.299732014,369.3598719,0.121608973,2,0.006874601,0.785286227,71.57369477,0.250491293,0.248711606,68.62626263,30,23.71222778,0.568980601,0.007937704,0.041592493,insecta-ant-colony1-day16,insecta-ant-colony1-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day17,Spatial,99,3342,2,1.311069882,371.1374518,0.119690555,2,0.008231901,0.775867192,70.54055895,0.27157685,0.290661719,67.51515152,33,26.37609757,0.575884082,0.007873929,0.009871285,insecta-ant-colony1-day17,insecta-ant-colony1-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day18,Spatial,99,3423,2,1.294372294,376.6140686,0.095008641,2,0.005264851,0.779213543,71.8507534,0.257013907,0.263760049,69.15151515,29,26.95291822,0.620275354,0.007965712,0.026277943,insecta-ant-colony1-day18,insecta-ant-colony1-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day19,Spatial,99,3196,2,1.34116677,371.0858066,0.129490516,2,0.010751856,0.762512954,68.15406385,0.291541075,0.310554525,64.56565657,25,23.07969953,0.546613797,0.007702129,0.033517185,insecta-ant-colony1-day19,insecta-ant-colony1-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day20,Spatial,99,3147,2.03030303,1.351680066,371.0704271,0.160360329,3,0.009133755,0.753014265,66.73465131,0.282555501,0.279839208,63.57575758,25,22.64432044,0.519636175,0.007630398,0.032762188,insecta-ant-colony1-day20,insecta-ant-colony1-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day21,Spatial,99,3266,2,1.326736755,363.5101599,0.093623778,2,0.00780671,0.773975366,69.37277027,0.27007277,0.275716347,65.97979798,25,23.72825921,0.547243855,0.007788047,0.009094588,insecta-ant-colony1-day21,insecta-ant-colony1-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day22,Spatial,80,2269,2,1.281962025,283.2596712,0.097398667,2,0.005473627,0.784348223,58.84437257,0.218941703,0.218670886,56.725,23,22.20859558,0.662170066,0.009985081,-0.022041156,insecta-ant-colony1-day22,insecta-ant-colony1-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day23,Spatial,80,2246,2,1.289240506,282.7494449,0.102313086,2,0.00583265,0.782105516,58.40141634,0.217648865,0.213291139,56.15,21,19.90595077,0.641497666,0.009925567,0.016165525,insecta-ant-colony1-day23,insecta-ant-colony1-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day24,Spatial,80,2372,2,1.249367089,271.9320191,0.084895379,2,0.004715511,0.81492456,61.34773132,0.203382001,0.198734177,59.3,24,22.64950307,0.661614077,0.010246537,0.007155778,insecta-ant-colony1-day24,insecta-ant-colony1-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day25,Spatial,80,2117,2,1.330063291,289.2836949,0.121598241,2,0.006884735,0.748863419,55.26260896,0.261523474,0.254113924,52.925,21,19.53591969,0.604764603,0.009618918,0.004715127,insecta-ant-colony1-day25,insecta-ant-colony1-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day26,Spatial,80,2137,2.025,1.324050633,285.7797833,0.108332171,3,0.009553541,0.761381355,55.98178217,0.263158366,0.24778481,53.425,16,15.13545631,0.595027397,0.009670057,0.01907108,insecta-ant-colony1-day26,insecta-ant-colony1-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day27,Spatial,80,2010,2,1.363924051,274.5436676,0.139390609,2,0.019991622,0.75581473,53.43519431,0.295039668,0.313291139,50.25,21,14.98082678,0.480584631,0.009395301,0.071885137,insecta-ant-colony1-day27,insecta-ant-colony1-day27,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day28,Spatial,80,2143,2.0625,1.32278481,279.2979043,0.089723805,3,0.010822042,0.775929558,56.58518598,0.251566311,0.233227848,53.575,10,9.789613021,0.581196584,0.009692415,0.062401628,insecta-ant-colony1-day28,insecta-ant-colony1-day28,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day29,Spatial,80,2221,2.05,1.298101266,273.2479623,0.082291726,3,0.013905642,0.796519853,58.4159707,0.243538061,0.233860759,55.525,5,4.932012842,0.591050677,0.009878645,0.054997319,insecta-ant-colony1-day29,insecta-ant-colony1-day29,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day30,Spatial,80,2220,2,1.297468354,271.2953837,0.075233037,2,0.010322215,0.795957326,58.40392558,0.244140369,0.259493671,55.5,12,11.81025547,0.590196157,0.009888689,0.008533702,insecta-ant-colony1-day30,insecta-ant-colony1-day30,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day31,Spatial,80,1882,2.025,1.404746835,284.1008481,0.122429081,3,0.020926327,0.717568666,50.30653859,0.311016327,0.303164557,47.05,9,8.704015672,0.507571097,0.009109803,0.09597595,insecta-ant-colony1-day31,insecta-ant-colony1-day31,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day32,Spatial,56,1090,2.196428571,1.298051948,174.0984907,0.075432624,3,0.020075244,0.786300614,40.91554337,0.223118239,0.201298701,38.92857143,2,1.982478679,0.698770456,0.014207843,0.010204004,insecta-ant-colony1-day32,insecta-ant-colony1-day32,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day33,Spatial,56,1082,2.142857143,1.301948052,173.413429,0.08619837,3,0.041602349,0.787909788,40.7520795,0.212955627,0.188311688,38.64285714,1,0.997205408,0.680465066,0.014173556,-0.008918095,insecta-ant-colony1-day33,insecta-ant-colony1-day33,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day34,Spatial,56,1118,2.125,1.277922078,165.003425,0.048730163,3,0.044738028,0.819812793,42.28687791,0.219156182,0.219480519,39.92857143,1,0.997652594,0.665692908,0.014468764,-0.009233186,insecta-ant-colony1-day34,insecta-ant-colony1-day34,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day35,Spatial,56,1210,2.053571429,1.215584416,158.0088163,0.048596066,3,0.019064632,0.862958394,45.22965212,0.170604769,0.15974026,43.21428571,4,3.901998883,0.70200582,0.015191981,0.001321053,insecta-ant-colony1-day35,insecta-ant-colony1-day35,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day36,Spatial,56,1083,2.160714286,1.301948052,164.2710961,0.044320051,3,0.040927216,0.819474986,41.4514566,0.22184077,0.224025974,38.67857143,2,1.921466459,0.577316512,0.014218875,0.080119827,insecta-ant-colony1-day36,insecta-ant-colony1-day36,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day37,Spatial,55,1158,2,1.22020202,158.0699453,0.047113867,2,0.011593191,0.848659894,43.77224985,0.176469486,0.201683502,42.10909091,11,10.5826665,0.678035777,0.015379271,0.003882168,insecta-ant-colony1-day37,insecta-ant-colony1-day37,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day38,Spatial,56,1134,2.357142857,1.275974026,165.6980181,0.050460902,3,0.033998752,0.822650205,42.72092638,0.197011468,0.190909091,40.5,1,0.989791667,0.707783164,0.014509998,7.95E-05,insecta-ant-colony1-day38,insecta-ant-colony1-day38,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day39,Spatial,55,1106,2,1.255218855,166.6966246,0.044019715,2,0.012373387,0.813247023,41.92351446,0.222351333,0.218181818,40.21818182,8,7.263239802,0.692539966,0.014940273,-0.012636379,insecta-ant-colony1-day39,insecta-ant-colony1-day39,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day40,Spatial,55,1094,2,1.263299663,169.2873708,0.063928141,2,0.007812877,0.800584319,41.34300842,0.202609441,0.189225589,39.78181818,7,6.888624129,0.704603492,0.014832662,-0.02873219,insecta-ant-colony1-day40,insecta-ant-colony1-day40,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1-day41,Spatial,55,1129,2,1.23973064,166.0591071,0.077692072,2,0.0085261,0.821132833,42.50561904,0.192477552,0.202693603,41.05454545,12,11.4893385,0.690917815,0.015109301,-0.006362027,insecta-ant-colony1-day41,insecta-ant-colony1-day41,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony1,Spatial,113,6113,1.725663717,1.03397598,273.9242767,0.003445564,2,0.000130375,0.973197061,108.5973658,0.030654362,0.03397598,108.1946903,67,66.78303082,0.904709626,0.008658851,-0.036042933,insecta-ant-colony1,insecta-ant-colony1,Yes,Physical_contact,video,Camponotus_fellah,41,Insecta,Very_fine
insecta-ant-colony2-day01,Spatial,131,6591,2,1.225954198,533.4357196,0.04607569,2,0.002194516,0.8279649,103.5645786,0.201850676,0.210569583,100.6259542,25,24.57926327,0.707349643,0.006337457,0.021628813,insecta-ant-colony2-day01,insecta-ant-colony2-day01,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day02,Spatial,131,6464,2,1.240869055,530.0856535,0.065752077,2,0.002856938,0.821801715,102.0757456,0.214213263,0.225484439,98.6870229,20,19.53590753,0.685813588,0.006266784,0.028843323,insecta-ant-colony2-day02,insecta-ant-colony2-day02,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day03,Spatial,131,6497,2,1.236993541,547.1626355,0.078068295,2,0.00196517,0.816920259,102.1408851,0.196465649,0.190839695,99.19083969,37,36.20919834,0.713936832,0.006279724,0.015475701,insecta-ant-colony2-day03,insecta-ant-colony2-day03,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day04,Spatial,131,6198,2,1.272108045,551.6031761,0.07062183,2,0.003219778,0.799057949,98.30184786,0.231199412,0.233646506,94.6259542,19,18.70030824,0.656396733,0.006112538,0.03616866,insecta-ant-colony2-day04,insecta-ant-colony2-day04,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day05,Spatial,131,5926,2.022900763,1.304286553,565.0784407,0.09372587,3,0.003018054,0.773071547,94.5324335,0.255921299,0.25020552,90.47328244,18,17.71612116,0.670445276,0.00596359,0.022209501,insecta-ant-colony2-day05,insecta-ant-colony2-day05,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day06,Spatial,131,5960,2,1.30005872,561.421753,0.093497914,2,0.004818927,0.776963011,95.05235222,0.263754887,0.276981797,90.99236641,18,17.24483866,0.658096038,0.005985651,-0.001288252,insecta-ant-colony2-day06,insecta-ant-colony2-day06,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day07,Spatial,131,6293,2.015267176,1.261068702,540.8392322,0.068108613,3,0.005901779,0.813890612,100.3996086,0.229026097,0.253258955,96.07633588,10,9.80174851,0.692217817,0.006181843,-0.009316317,insecta-ant-colony2-day07,insecta-ant-colony2-day07,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day08,Spatial,131,6078,2.015267176,1.286318262,548.0381424,0.070413556,3,0.004297203,0.796199069,97.278293,0.247725448,0.263123899,92.79389313,21,19.88694817,0.65228106,0.00605784,0.023934297,insecta-ant-colony2-day08,insecta-ant-colony2-day08,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day09,Spatial,131,6375,2,1.251321198,536.7609923,0.056684611,2,0.003293863,0.81701575,101.1017193,0.22134242,0.235936583,97.32824427,25,23.81488993,0.685275194,0.006220017,0.026575739,insecta-ant-colony2-day09,insecta-ant-colony2-day09,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day10,Spatial,131,5679,2.015267176,1.333176747,543.4523812,0.075309461,3,0.009145502,0.777582934,92.51963243,0.281999451,0.286905461,86.70229008,12,11.93276049,0.563225602,0.005851075,0.070878391,insecta-ant-colony2-day10,insecta-ant-colony2-day10,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day11,Spatial,131,5704,2.022900763,1.330358191,565.4135209,0.07166196,3,0.004771237,0.761721909,92.11487217,0.287183906,0.291661773,87.08396947,22,18.94218307,0.640353257,0.005857304,0.007866376,insecta-ant-colony2-day11,insecta-ant-colony2-day11,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day12,Spatial,111,3808,2.045045045,1.376904177,451.1663986,0.116441613,3,0.010821464,0.730541973,72.93593833,0.304249957,0.276248976,68.61261261,14,13.86352566,0.546082068,0.006678761,0.067487171,insecta-ant-colony2-day12,insecta-ant-colony2-day12,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day13,Spatial,111,3929,2.036036036,1.356920557,451.0899647,0.103706889,3,0.0087049,0.742778899,74.79046629,0.302004886,0.301883702,70.79279279,16,15.83361725,0.552860806,0.006773816,0.076772481,insecta-ant-colony2-day13,insecta-ant-colony2-day13,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day14,Spatial,111,3930,2.018018018,1.356429156,452.3959089,0.070693595,3,0.011612953,0.744268866,75.20784022,0.307104078,0.328992629,70.81081081,21,19.22668163,0.569286398,0.006786123,0.035218512,insecta-ant-colony2-day14,insecta-ant-colony2-day14,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day15,Spatial,111,3972,2.117117117,1.351351351,434.414883,0.08608738,3,0.009877746,0.769198852,76.65790772,0.285308354,0.294840295,71.56756757,6,5.971437427,0.534241416,0.006823518,0.10431117,insecta-ant-colony2-day15,insecta-ant-colony2-day15,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day16,Spatial,111,4041,2.117117117,1.34004914,414.1318462,0.112059507,3,0.014972869,0.79359449,78.30615219,0.284122042,0.31990172,72.81081081,3,2.98557802,0.497819435,0.006886876,0.158524035,insecta-ant-colony2-day16,insecta-ant-colony2-day16,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day17,Spatial,111,3921,2.108108108,1.35954136,423.1410287,0.084397922,3,0.013859308,0.774605503,76.0428136,0.285360863,0.312285012,70.64864865,8,7.953938484,0.481197691,0.006781586,0.148108137,insecta-ant-colony2-day17,insecta-ant-colony2-day17,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day18,Spatial,111,3825,2.225225225,1.377395577,436.5625857,0.128233517,3,0.010864371,0.746730857,73.68647632,0.268589817,0.273464373,68.91891892,2,1.988189516,0.50126523,0.006687669,0.073607006,insecta-ant-colony2-day18,insecta-ant-colony2-day18,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day19,Spatial,111,3743,2.045045045,1.387551188,432.8476984,0.129486057,3,0.018707023,0.747522272,72.57333902,0.316431961,0.332350532,67.44144144,6,5.961731733,0.45797758,0.006631105,0.152063397,insecta-ant-colony2-day19,insecta-ant-colony2-day19,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day20,Spatial,111,3902,2.09009009,1.362325962,440.7520532,0.09096667,3,0.008995293,0.752243541,74.98927345,0.262003702,0.251760852,70.30630631,17,16.7314437,0.520889458,0.006760142,0.067915734,insecta-ant-colony2-day20,insecta-ant-colony2-day20,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day21,Spatial,111,3843,2.126126126,1.372645373,415.257362,0.12910575,3,0.011794504,0.773495033,74.62838709,0.274911286,0.270515971,69.24324324,6,5.962026282,0.45563296,0.006714297,0.150813265,insecta-ant-colony2-day21,insecta-ant-colony2-day21,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day22,Spatial,90,2507,2.144444444,1.377278402,322.3364528,0.112042086,3,0.013972298,0.758599793,60.06048317,0.293942993,0.284144819,55.71111111,10,9.874385013,0.482143054,0.008273857,0.131600656,insecta-ant-colony2-day22,insecta-ant-colony2-day22,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day23,Spatial,90,2605,2.044444444,1.35031211,329.4733545,0.0804636,3,0.014869798,0.769393739,62.21685635,0.267699355,0.270911361,57.88888889,13,12.55130143,0.52548885,0.008439534,0.109378049,insecta-ant-colony2-day23,insecta-ant-colony2-day23,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day24,Spatial,90,2313,2.188888889,1.427965044,329.8338222,0.099290669,3,0.019994495,0.724379548,56.08707365,0.306108031,0.242696629,51.4,9,8.817694083,0.419176901,0.007971687,0.189909346,insecta-ant-colony2-day24,insecta-ant-colony2-day24,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day25,Spatial,90,2336,2.388888889,1.428464419,324.6345941,0.119892243,3,0.020814603,0.73479569,56.78377493,0.307920992,0.293133583,51.91111111,5,4.836429454,0.449285964,0.007989991,0.116248073,insecta-ant-colony2-day25,insecta-ant-colony2-day25,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
insecta-ant-colony2-day26,Spatial,89,2351,2.370786517,1.408580184,321.7910587,0.079760352,3,0.030602293,0.739405129,57.58989083,0.325751254,0.331460674,52.83146067,1,0.993847803,0.481081535,0.008194112,0.105772321,insecta-ant-colony2-day26,insecta-ant-colony2-day26,Yes,Physical_contact,video,Camponotus_fellah,1,Insecta,Very_fine
